message_id,content,positive_RA1,category_RA1,positive_RA2,category_RA2,AGREED,CAT_AGREED,positive_db,positive_sm,category_db,category_sm,vote_resolved,category_resolved,final_vote,final_category,final_category_standardized
SFhW60dgxsWR0aorr7V7-kNE5F+cdzbwQLkxR7b=1QHj,"Unfortunately, we do not see a fit between your startup and our investment strategy. We wish you the best of luck in your future endeavors.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
1ETcAf=cbgxJLQrEST2mBSd4a9=XaNYwkduobR68H73L,Remove me from your list,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
gzRrU7ctLZIpTJc1q9vf0sCrrFI8tOqo0rxOo5OdbgeA,"Thanks for sending your pitch deck my way. Although I don't see a fit for me, I'd like to introduce you to an industry expert who may be able to provide valuable insights and connections. Deal?",1,referral,1,referral,1,1,,,,,,,1,referral,referral
HI5F3Ej8AYlnlFzK-eFGWEdcO5I0DC-Dk=iFgCP3=j+,"While we think your idea has potential, we're not currently investing in companies in your sector for strategic reasons.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
FwR4ybmb=-dhGtYf3tpPq-msFXdzgEDuv2UeOAXKtYhk,Sorry this is not an area of interest.,0,no specific reason,0,industry,1,0,,,,,,industry,0,industry,industry
uHaJAtig3tttETx8kNMmUMTEe+9DlToc4Br98aVq59vc,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
OilCLHS6JkpjQau5lka7ZMwE5R=bumE3W68OHrYVVayC,"Hi Curtis, Thanks for approaching us for your funding round. We have looked at the topic with the team and decided not to go deeper here. The reason for this is that PerkSouq is outside our primary investment focus. Still, we wish you all the best for the current round of funding!",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
NCBiUizQYf=R0UeUMlunR67rn2e-RL7ndIIqsKjQO7dz,"Curtis, Thank you, i am not investing this year. Too many projects. Best of luck with your deal",0,no investments,0,no investments,1,1,,,,,,,0,no investments,no investments
9Bpy6j2HKhmHUQBynZPfkYw0FnFKRQ3AtxdkE7FHtTa1,"We are impressed with the effort you have put into your venture, as well as the pitch deck you have presented. However, at this point in time, we do not invest in startups at such a pre-seed stage.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
l8fgtwIThEY0xE9-6561ELDh4zW+f2XydWIC1avTymSL,"Hello Curtis, I'm impressed with what I see in your deck. However, I'm curious about the financial projections and revenue model of your platform. Would it be possible to schedule a meeting to dive deeper into these details?",1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
GllH9f6HRdhUfMZlI8tIS+x+Pck36LTKYzx-XLScfBX8,"Curtis, We are not a VC and only invest in mature companies.  We wish you good luck with your seed round.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
dFtHXQqd5PHyYq6CwRO3bXpXYkFPqeoT1MFrBq9daw7C,"No thanks, please remove me from your mailing list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
IfA3-OMJ2R4XKHyK6TbDZO7ulgEZh=wxW9qUhEhXJ5tH,We are sorry to turn down your pitch but we must focus on startups within our current geographic area at this time.,0,geography,0,stage,1,0,,,,,,geography,0,geography,geography
K3=pRegc2vLUyxN5O0V-J+WHOZfDM9UJJTqHV+5u9HHw,No thanks.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
RqW82KcWJrM4GshD-ysGX9ZdikolQkNEouTbR7Kzb1ja,I never heard about your company. Where are you based?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
RoBUfS3p-4oJjtb6r8JmrxsjGDwe5NbLdPM7sIqUloHD,"Good afternoon Curtis, thank you for sharing your pitch deck with us. While we see potential, we have some questions about your financials. Could you share more about your revenue and expenses to date, as well as any projections for the future? What is your burn rate and runway?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
OHACDmF7fhqSn8wEGG14mhTn8g5ZJmqyFyOJa=hxlVU9,No interest thanks!,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
fRWEMIPW5NGU+iXyOJJ1ciwR34Sf-ndFZ6MgYkp+=JCC,"Hi Curtis, I think your SaaS platform has the potential to make a real impact on employee well-being and satisfaction. I like that you've included information about your target market and industry trends in your pitch deck. However, I'm curious to learn more about your customer acquisition costs and lifetime value projections. Can you share any insights on these metrics?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
r=do7mMcEr3rjjKBt0AVtaD5oblAAq2HAeNzx-vPtSh7,Not within our mandate sorry,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
ZVT7ZgyyCnKTPZpFKK0Bg+XR3Q+9wng=t9b4qH9T=pVT,Hi Curtis! Thanks for thinking of me! I have four questions initially: 1. How do you hope for me to support you if I were to invest? 2. How much of your round is currently filled out? 3. What's the valuation? 4. Do you have a lead investor secured?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
XWNxw9xbPNjOLiZsq75=6sPnovV9QyY8kg6i+53bWRVu,"Hi Curtis, your startup sounds fascinating, and I'd love to learn more about it. Could you provide me with the full pitch deck and any additional documents you have available, as well as a detailed breakdown of your revenue streams and pricing strategy?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
waYj1X19BRGhAuzVBDnUoU6lFvkSee73ndCNYLmUBu6h,"Thank you for sharing your pitch deck with me. If you're interested in applying for investment, please submit your formal application and additional materials via our online portal at [URL]. We'll review your submission and be in touch.",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
1DA6JF8xLOmjGMFfMJfSfYeayz0M4h6n0P+7v7kQbiP0,UNSUBSCRIBE,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
AfFnb36GkbLKSCCkxfxZ5E1ZD2=YenW5asLFRxR3DX-m,"Thank you for taking the time to reach out to us and sharing your pitch deck. Unfortunately, we are not interested in investing in startups outside our geographic focus. ",0,geography,0,stage,1,0,,,,,,geography,0,geography,geography
rovTL=egTyui15i-=MHcVmoNVZWhS+liMQMRwy2nMPVV,It was a pleasure to review your pitch and we're sorry to find that your venture is not within our geographic scope.,0,geography,0,stage,1,0,,,,,,geography,0,geography,geography
W5c5rzG8TO=rD+TrdRDiI6tpjRB=vWXOj42VGKmkmX=K,"Thank you for your interest in our investment arm. Unfortunately, it does not fit our geographic focus at this time.",0,geography,0,stage,1,0,,,,,,geography,0,geography,geography
wUToBIq-WRHtfgo3RoJ5i5iflajyg89jh+e=B2V5sdm+,"Are you focused on the Middle East markets?  While I was based out of Dubai over the first quarter of last year, I am not doing much work on this region anymore.  Regardless, I am only in a position to do 1 or 2 angel
investments this year, and I am afraid I do not have interest in HR/talent right now. I am sure you have reached out to the talent/workforce focused seed funds like [FIRM], [FIRM], etc. etc. Very best,",0,industry,0,industry,1,1,,,,,,,0,industry,industry
59YijqJHlUy7uKRpxokr74QpmBmkNOPxoROpxF=PIfMQ,"We are very impressed with the progress of your venture and the pitch deck you provided. Unfortunately, we are not investing in pre-seed stage startups at this point.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
OuB8g2J3kW0q5SmkHNyXo26bH8XcKy=UphZxDklOmWnz,"Before continiung, I would like to see more detailed financial projections for the next few years, including revenue forecasts, expense breakdowns, and cash flow statements.",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
h3l3nGFkHCzsMB0+5WZJ=5lVeLW55pwZQbgu+AX+ng2o,"We thank you for allowing us to review your startup and the pitch deck you have provided. However, we are not investing in startups at the pre-seed stage right now.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
MuiwtjFTtDYTY8H-jpDSQBYHXFgjDW5nNFX6qf9P6HXk,"Unfortunately, we're not able to invest in this particular area at this time.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
dtjnSUzj8Xw+SorFE8Ltwkwe1esBVTYxFOocM4woOitM,"Thanks for reaching out, but I'm not interested. Please remove me from your list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
C+rSHGszAZoCaaxMli-NLtji4B+Xb25dDPKRRCAi1MWy,"We are impressed with your team and product, but we don't believe we can add the value you need to reach your goals.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
sI2Sn+ehrCoQlCVqQtzr04i=C2QPaOhQLdBBDj6Ul1fp,Neat idea - how much do still need?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
TW8PrOGr0=uKkMDUdd-nIklGg8I9ynlatGkVkrlkm8Rl,Unsubscribe,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
3TmFNXBQXfQ4jzXocV+GLe9ODDyqaP3lh3NCJIq3SWje,"Dear Curtis, Your pitch deck impressed us, and we are interested in learning more about your platform. Can you provide us with a detailed product roadmap? Best,",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
rTYqmhQPTd4lK4T=ZxGxUzPnfvmy2wJrGugY=XWR513,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
QKH0Z0FxQLPfwAf1zXrnnqCSbjEtAnGYK1c2-IuuzBy7,"Hi there - Appreciate your reaching out. We dont invest in seed (we work  with edtech companies at $5-$20M ARR) so we are probably not the right fit. But one website you might check out is [URL], which has a list of impact investors by theme. Hope thats helpful and best of luck.",1,referral,0,stage,0,0,0,1,industry,referral,0,industry,0,industry,industry
3ZaM-ynbPb7YzJ9dqDt0FUFny+VB9E2TYqbGwnfAKyR0," Hi Curtis, Thank you for your message and for reaching out. This is not a fit for our team, but we appreciate your consideration and we wish you and your colleagues the best of luck moving forward.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
FjcrJA3mHe23rvCbLTdP+GYAOyjToNTivp3cpRt6QYg=,"Hi, I'm impressed by your pitch and would love to know more about your product development timeline. Can you provide more detail on your product roadmap and any upcoming milestones?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
IA8okgm1LeXoBobOAaSch9YOFuQBNo8gFZGNXc9yCnRC,"thank you for sharing your pitch deck with me. Although I'm not able to invest right now, I'm intrigued by your business and would love to learn more as you make progress. Keep me in the loop!",1,updates,1,updates,1,1,,,,,,,1,updates,updates
IogQmYz4oX9vy=jkVjwVCdW-yzYLtX3YvH=zzU2++24f,"Not interested, please remove me from your list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
d=qiZTaxoiVAw2gyoAJ6BafS-=Lhhf8J4DTDpCVLK75a,"Thanks for sharing your deck, but we're currently only investing in later stage companies.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
47ONqKkDHHfk+EddwNq5qazrky62vz71liFt8EysTsSa,"We appreciate your effort in creating a pitch deck for your startup. However, we do not see it as a fit for our investment portfolio.",0,portfolio conflict,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
p2chqWRM37pMGkNilOrbTcQAbcVl9PcTIdbVVKyI3HzW,How do you manage data security and privacy for your clients' employee information? It must be a nightmare,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
VmSi=9nfqBdB5bWrjmgQ0Aa0s9agdH0ffjCzW1dFSPo5,We're looking for companies that have demonstrated product-market fit.,0,stage,0,stage,1,1,,,,,,,0,stage,stage
I7yM9jXTtPbkB5aYXmZZE35h80QIufVFsx7QNQcQyw0F,"Thanks Curtis. Unfortunately, this is not a fit for us",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
JIu-EaqiD2pOy-xspM6M22Ka6IjWPFJAj1ygl6p0HSVz,"I'm sorry, but our company does not currently invest in startups at this stage.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
PvJVS7q9lah6KOPuQowFJfStfzrkCKl9PiFLPV07ybjf,"Dear Curtis, Many thanks. Unfortunately, Perksouq is  too early for our fund.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
HLBiUsPXAb-110FxlQ92udD+0m4qax5+AxX6y3Pn3i7q,Stop it please,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
zz6jPh6hJyvAIut7FN7hxYwMe2m9FXfz7HH8NYOEfIeF,"Unfortunately, we're not able to invest in seed or pre-seed companies at this time.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
Z-bsml93BLXOc1iqmTglVhRdfqE9QexgvDzcC+IdTmyh,"Hi Curtis, I appreciate the opportunity to review your pitch deck for your employee perks platform. I think your idea is timely and could be very valuable to companies looking to improve their employee engagement. However, I noticed that you didn't include any information about your team's capacity to execute on this vision. Can you provide more information about the size and skillset of your team?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
1Yag6d99AZqhafhdbIS54Swzw+0LabWESYAq1MypzDzW,"Hi Curtis, I appreciate the opportunity to learn more about your startup. Could you share any early feedback or traction you've received from potential customers or industry experts?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
TMSaOtq0GWJ1kb9tKZOVtoqXFpQ6tEJfK-o0uL-5tYqq,"Curtis, Looks interesting. What Ivy did you attend? Also, what are your patent numbers?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
EaSRRrDeIIj4AjGgEzhrXLc3o5cHjbMJAxci+f8jFszJ,"No thanks, please unsubscribe me from your list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
bEl-J=BmvlddHMobCto1oMkH9kKpC017fVQ12io8KIN0,"Thanks for getting in touch and sharing the pitch deck. I regret to inform you that I'm unable to invest in your startup at this time, as my investment focus doesn't cover this industry.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
GENR-WcD1YW8oXTG3VB5b3va3tc3ZF+kNm92F6FR48ro,"Thank you for considering us, but we don't believe your company is the right fit for our portfolio.",0,portfolio conflict,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
ixGF=iJcZQxRBWGWb2LcLaVVJ321DZt1n4T4yGxBS2fw,UNSUBSCRIBE,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Gf4E+7cJZPazv7CnjnvJwqm1Y0TX2cCaUUn2+DcnF96v,"Sorry, not a fit. Please unsubscribe me from your list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
HeqatDfS09bj9zldqGT=eQk3cFSly16AVZq9nHFDJupY,"While your idea is intriguing, I'm not comfortable investing in very early-stage startups.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
1giXwx56=68zABbJL6EAU74UNxQK0jRd=JX0U+3Ctc5E,"Hi Curtis, I think your startup has a lot of potential, but I need more information before I can make an investment decision. Could you provide me with detailed financial projections for the next ten years?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
OqNNe9Gpop-cI=a8KKxKFxYn8d-DKgqhlYYNwaZsODD-,"Thank you for sending us your pitch deck. While we recognize the potential of your concept, we do not invest in companies in your industry due to the high degree of competition and market saturation.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
